GPA,SAT_Score,Extracurricular,Volunteer_Hours,Recommendation_Score,Interview_Score,Intended_Major,Legacy,First_Gen,Gender,Ethnicity,International,Income_Level,High_School_Rating,Admitted
2.02,1266.0,0,33.0,4.1,5.1,Health,1,0,Male,Hispanic,0,Low,7.7,No
2.73,1403.0,1,41.0,2.5,8.4,Business,1,0,Other,Other,0,Middle,9.0,No
3.76,1095.0,0,39.0,4.7,2.3,Business,0,0,Other,Other,0,Middle,2.7,No
2.0,1245.0,1,41.0,3.0,3.3,SocialSci,0,0,Other,Hispanic,0,Low,3.7,No
3.36,1210.0,0,60.0,4.9,5.0,SocialSci,0,0,Male,Asian,0,High,1.4,Yes
2.02,1147.0,1,28.0,2.3,3.2,Arts,0,0,Male,Hispanic,1,Low,9.9,No
3.46,1370.0,1,57.0,4.1,6.2,Business,0,0,Male,Hispanic,0,Low,5.0,Yes
3.04,1171.0,1,16.0,2.9,7.8,Arts,1,0,Male,Other,0,High,5.9,No
2.3,1115.0,0,26.0,4.6,3.0,Arts,0,0,Female,Hispanic,0,Low,7.8,No
2.75,1189.0,1,51.0,1.7,5.5,Arts,0,0,Female,White,0,High,5.5,Yes
2.27,1294.0,0,77.0,3.4,9.9,SocialSci,0,0,Other,White,1,High,2.8,Yes
3.48,1164.0,1,22.0,3.6,5.9,Arts,0,0,Male,Black,0,Low,2.5,No
2.57,1150.0,0,69.0,3.9,3.5,SocialSci,0,0,Male,Black,0,High,5.0,Yes
2.37,1108.0,1,29.0,3.6,5.2,STEM,0,0,Male,Black,0,Middle,3.7,No
2.05,1194.0,0,68.0,2.8,3.8,STEM,0,0,Male,Hispanic,1,Low,1.3,Yes
3.71,1236.0,1,58.0,4.2,2.6,Health,1,0,Male,Asian,0,Low,1.9,Yes
2.96,1214.0,1,46.0,3.6,1.9,Arts,1,0,Male,Black,0,High,8.9,No
2.54,1233.0,0,52.0,3.2,8.9,Arts,1,0,Male,White,0,High,8.6,Yes
2.99,1139.0,1,58.0,2.0,2.7,Arts,0,1,Other,Other,0,Low,2.8,No
2.25,975.0,1,66.0,3.9,2.0,Health,0,1,Male,Hispanic,0,Middle,10.0,No
2.04,1053.0,0,69.0,1.1,3.4,Business,1,0,Other,Black,0,High,8.5,No
3.61,1361.0,0,31.0,3.2,8.5,Arts,0,0,Other,Other,0,High,7.5,No
3.07,1279.0,0,73.0,2.5,6.4,Health,1,1,Female,Asian,0,High,2.5,Yes
2.32,1446.0,0,53.0,1.2,1.2,Health,0,0,Male,White,0,High,8.2,No
2.93,1285.0,1,97.0,4.7,2.4,Health,1,0,Male,Black,1,Low,6.5,Yes
2.32,1141.0,1,40.0,2.9,5.5,STEM,0,1,Male,White,0,Middle,9.1,No
2.8,1159.0,1,25.0,2.3,3.9,Business,0,0,Other,Other,0,Middle,5.4,No
2.56,1109.0,0,77.0,3.2,3.9,Arts,0,1,Male,Asian,0,Low,1.9,Yes
3.37,1220.0,1,46.0,3.2,3.5,Arts,1,1,Male,Black,1,Low,4.5,No
2.95,1300.0,0,40.0,2.7,4.1,Arts,0,1,Female,White,0,High,1.4,No
2.22,1253.0,0,9.0,2.5,5.2,Arts,1,0,Male,Hispanic,0,Low,7.6,No
2.68,1215.0,1,86.0,2.9,1.7,Arts,1,0,Other,White,1,Low,9.5,Yes
3.42,1285.0,1,63.0,1.3,8.6,Business,0,1,Female,White,0,Middle,7.6,Yes
2.16,1101.0,0,18.0,4.0,6.4,SocialSci,0,1,Other,White,0,High,6.2,No
2.59,1044.0,1,48.0,1.2,7.6,Health,0,0,Other,Asian,0,Low,9.8,Yes
2.31,1111.0,0,69.0,3.7,5.5,Arts,0,0,Female,White,0,High,8.8,Yes
3.83,1355.0,1,50.0,3.3,3.0,Business,0,0,Male,Other,1,High,2.8,Yes
2.71,1162.0,1,53.0,2.4,1.1,STEM,0,0,Male,Asian,0,Low,5.4,No
2.95,1207.0,1,10.0,2.3,8.3,Health,0,0,Female,Other,0,High,9.7,No
2.73,1261.0,0,45.0,3.6,8.0,SocialSci,1,0,Female,Asian,0,High,3.3,Yes
2.55,1302.0,0,62.0,3.9,8.7,Business,0,0,Other,White,0,Low,7.0,Yes
3.91,1207.0,0,80.0,3.8,7.9,STEM,1,0,Male,Other,0,Middle,6.2,Yes
3.57,1210.0,1,43.0,4.4,2.0,Health,0,0,Other,White,0,Middle,2.4,No
2.19,938.0,1,61.0,2.8,1.3,Arts,1,0,Female,White,0,Middle,4.4,No
3.41,1086.0,0,58.0,3.7,6.7,SocialSci,0,0,Other,Black,0,Middle,5.4,Yes
2.89,1204.0,1,55.0,4.5,8.3,Business,0,0,Other,Hispanic,0,Low,2.5,Yes
2.48,1214.0,0,25.0,4.9,5.5,STEM,1,1,Female,Black,0,Middle,9.9,No
3.69,966.0,0,-15.0,1.3,6.8,STEM,0,0,Female,Other,1,Low,9.3,No
3.8,1206.0,1,46.0,2.8,7.2,Arts,0,1,Female,Hispanic,0,High,5.5,Yes
3.69,1273.0,1,96.0,2.3,3.6,STEM,0,1,Female,Other,0,Low,9.0,Yes
3.93,1183.0,0,85.0,3.0,5.6,Arts,0,0,Female,Black,0,Low,9.3,Yes
3.52,1090.0,1,18.0,3.4,6.1,STEM,1,0,Male,Asian,1,Low,3.1,No
3.1,1163.0,1,47.0,2.6,6.8,STEM,0,0,Male,Asian,0,Middle,9.6,No
2.28,1311.0,0,40.0,5.0,1.2,Arts,0,0,Male,Hispanic,0,High,2.8,No
3.24,1232.0,1,28.0,2.1,1.3,Health,0,0,Female,Asian,0,High,7.1,No
2.02,1355.0,0,66.0,3.2,5.1,Health,0,0,Male,White,0,High,3.2,Yes
3.01,1174.0,1,55.0,4.6,8.5,SocialSci,0,0,Female,Other,0,Middle,6.0,No
3.9,1232.0,0,36.0,2.0,7.9,Arts,1,0,Male,Other,0,Low,6.9,Yes
3.43,1216.0,1,39.0,4.2,1.1,SocialSci,0,0,Female,Black,0,Middle,2.8,No
3.01,1098.0,0,36.0,4.7,5.0,SocialSci,0,1,Male,Black,0,Middle,5.0,No
2.4,1036.0,0,43.0,2.0,6.8,STEM,0,0,Male,Asian,0,Low,4.2,No
3.27,1254.0,1,71.0,1.7,5.0,Arts,1,1,Male,Other,0,Low,1.6,Yes
3.29,1284.0,0,89.0,1.7,6.1,Health,0,0,Male,Other,0,Middle,1.5,Yes
2.99,1568.0,0,46.0,3.0,7.2,SocialSci,0,1,Male,Hispanic,0,Middle,3.7,Yes
2.84,1152.0,0,23.0,3.7,1.2,Health,0,0,Other,Hispanic,0,High,4.1,No
2.07,1063.0,0,25.0,3.3,2.9,STEM,0,0,Female,Hispanic,0,Middle,5.2,No
3.96,1198.0,0,40.0,4.3,5.3,Arts,1,0,Other,Hispanic,0,Middle,2.8,Yes
2.5,1077.0,1,18.0,2.4,8.8,SocialSci,1,0,Male,Asian,0,High,5.3,No
2.21,1025.0,0,58.0,3.2,8.9,SocialSci,1,0,Female,Asian,0,High,8.1,Yes
2.36,1245.0,1,75.0,3.4,3.6,Business,0,1,Female,White,0,Low,1.5,Yes
3.04,1220.0,1,74.0,1.1,8.5,Health,0,0,Male,Other,0,Low,2.5,Yes
2.34,1301.0,0,75.0,2.3,6.2,Business,0,0,Female,Asian,0,High,2.8,Yes
2.3,1260.0,0,70.0,2.3,6.8,STEM,0,0,Male,White,0,Middle,1.3,Yes
2.83,1250.0,0,60.0,4.0,7.6,Health,1,0,Female,White,0,High,6.3,Yes
3.24,1220.0,0,23.0,4.5,2.3,STEM,0,0,Female,Hispanic,0,High,5.6,No
2.56,1142.0,0,45.0,1.4,6.6,Health,0,1,Male,Other,0,High,5.1,No
3.02,1246.0,0,64.0,4.6,3.4,Health,0,0,Male,Hispanic,1,High,9.5,Yes
2.82,973.0,1,67.0,1.8,5.9,STEM,0,0,Male,Hispanic,0,Middle,3.5,Yes
3.59,1154.0,0,46.0,2.9,2.6,SocialSci,0,1,Male,Asian,0,Low,4.0,No
2.18,1115.0,1,58.0,4.3,1.4,SocialSci,0,1,Female,Other,0,Low,3.5,Yes
3.51,1349.0,1,16.0,1.6,5.6,Business,1,1,Other,Hispanic,0,High,7.6,No
3.1,1256.0,1,39.0,3.0,9.1,Business,0,1,Male,Asian,0,High,9.3,No
2.4,1076.0,0,82.0,3.3,2.0,Business,0,1,Female,White,0,Middle,6.6,Yes
2.26,1182.0,1,49.0,2.6,2.7,Business,0,0,Other,Asian,1,High,5.8,No
3.23,1050.0,0,44.0,2.0,1.3,Health,0,0,Other,Other,0,Middle,2.3,No
2.22,1305.0,0,59.0,4.0,2.5,STEM,0,0,Female,Black,0,High,3.3,Yes
3.61,1130.0,0,61.0,1.5,2.0,STEM,0,1,Other,Other,0,Middle,9.6,Yes
3.22,1083.0,0,50.0,3.1,3.8,STEM,1,0,Male,White,0,High,8.1,No
3.38,1006.0,1,55.0,3.7,8.5,Health,0,1,Female,White,0,Low,9.7,Yes
3.23,1184.0,0,53.0,4.8,3.5,Arts,1,0,Other,Black,0,Middle,8.6,Yes
3.81,1113.0,1,54.0,3.4,2.4,Business,1,1,Female,Hispanic,0,High,4.1,Yes
2.08,1319.0,1,25.0,4.4,5.1,STEM,0,0,Female,Other,0,Low,9.0,No
3.14,1257.0,1,86.0,3.0,7.6,Arts,0,0,Other,Hispanic,0,Middle,5.6,Yes
3.45,1111.0,1,39.0,3.2,3.2,Health,0,0,Male,White,0,High,6.5,No
2.57,1326.0,0,107.0,3.3,9.8,Health,0,0,Female,Asian,0,Middle,7.9,Yes
2.93,1166.0,0,79.0,3.8,7.0,Health,0,1,Other,Asian,0,High,1.5,Yes
2.28,1218.0,1,76.0,3.8,2.3,Arts,0,0,Male,White,0,Middle,1.8,Yes
2.85,1131.0,0,64.0,4.8,5.1,Arts,0,0,Other,Black,0,High,9.9,Yes
2.36,1294.0,0,73.0,2.7,4.6,Business,0,0,Other,Hispanic,0,Low,1.7,Yes
3.67,1199.0,1,61.0,4.1,6.4,Business,0,1,Female,White,0,Middle,3.6,Yes
2.47,1472.0,0,54.0,1.6,3.9,Business,0,1,Male,White,0,High,7.5,Yes
2.88,1231.0,0,34.0,1.6,8.1,Arts,1,1,Other,Asian,0,Low,1.2,Yes
2.95,1339.0,0,35.0,3.3,9.2,Arts,1,1,Other,Black,0,Low,6.6,Yes
3.71,1377.0,1,37.0,3.9,6.1,Business,0,0,Female,White,0,High,4.2,Yes
3.27,932.0,1,28.0,4.9,9.2,STEM,0,1,Female,White,0,Middle,1.2,No
3.11,1326.0,0,44.0,3.5,7.0,STEM,0,1,Female,Asian,0,High,9.8,No
2.09,1240.0,0,54.0,1.2,8.6,Arts,0,0,Female,Black,0,Low,6.6,No
2.22,1222.0,1,64.0,4.0,6.9,Health,0,1,Male,Black,0,High,9.7,Yes
2.46,1069.0,1,97.0,3.6,4.1,STEM,0,0,Male,Other,0,Middle,8.7,Yes
3.55,1294.0,0,43.0,2.4,5.2,Arts,0,1,Other,White,0,High,7.2,Yes
2.15,1226.0,0,59.0,1.3,3.0,Business,0,0,Other,Black,0,Middle,1.6,No
3.56,1190.0,1,88.0,4.5,7.9,STEM,0,1,Other,Black,0,Low,4.6,Yes
3.65,1235.0,0,-1.0,1.7,9.0,Arts,0,0,Female,Other,0,Middle,8.2,No
2.99,1100.0,1,-7.0,3.7,9.4,SocialSci,0,0,Male,Asian,0,Middle,7.3,No
3.89,1191.0,1,78.0,3.8,1.5,STEM,0,1,Female,Other,1,Middle,4.5,Yes
3.2,1135.0,1,67.0,5.0,5.8,Arts,0,1,Other,White,1,Low,7.1,Yes
3.97,1259.0,0,35.0,4.7,9.2,SocialSci,0,0,Female,Black,1,Middle,2.0,Yes
3.51,1249.0,0,74.0,3.4,2.1,STEM,0,1,Male,Other,0,Middle,9.4,Yes
2.09,1268.0,0,61.0,1.0,2.8,SocialSci,0,0,Male,Black,0,Middle,4.4,No
2.59,1113.0,0,48.0,1.0,8.4,Business,1,1,Male,Other,0,Middle,9.6,Yes
3.87,1194.0,1,61.0,4.8,3.8,Arts,0,1,Female,Asian,0,High,4.0,Yes
3.06,1208.0,0,58.0,1.8,4.6,STEM,0,0,Male,Hispanic,0,Low,4.4,No
2.38,1288.0,1,40.0,2.2,3.1,SocialSci,1,1,Other,Black,0,High,1.1,No
3.55,1224.0,0,97.0,4.7,8.1,Arts,0,1,Female,White,0,Middle,5.3,Yes
3.8,1380.0,0,75.0,2.2,5.9,STEM,0,0,Female,Black,0,High,7.5,Yes
2.15,1110.0,0,45.0,1.1,8.4,STEM,1,0,Female,Other,1,Middle,5.1,No
2.34,1126.0,0,19.0,1.5,3.3,STEM,1,0,Other,Other,0,Middle,6.0,No
3.32,1205.0,1,43.0,3.0,1.5,SocialSci,0,0,Female,Black,0,High,7.0,No
3.56,1237.0,0,15.0,3.8,3.5,SocialSci,0,0,Other,Other,0,Middle,1.1,No
2.52,1296.0,1,60.0,3.2,9.6,Arts,0,1,Female,Other,0,Low,1.0,Yes
3.36,1258.0,0,47.0,3.6,5.2,Health,0,0,Male,Asian,0,Middle,8.8,Yes
2.79,1365.0,0,65.0,4.8,1.5,STEM,0,0,Other,Asian,0,Middle,3.5,Yes
3.87,1105.0,1,15.0,4.9,3.3,STEM,0,0,Male,Other,0,High,4.7,No
3.45,1290.0,1,71.0,2.9,6.2,STEM,0,1,Female,Hispanic,0,Middle,8.2,Yes
2.59,1379.0,0,38.0,2.2,3.8,SocialSci,1,0,Male,White,0,High,6.1,Yes
2.77,1212.0,1,46.0,3.4,2.5,SocialSci,1,0,Other,Other,0,Low,9.3,No
2.79,1207.0,0,38.0,1.8,3.8,Health,0,0,Male,Hispanic,0,Middle,1.4,No
3.63,1207.0,0,35.0,1.9,7.0,SocialSci,0,0,Male,Hispanic,0,High,7.8,No
3.88,1345.0,1,45.0,4.9,4.7,Arts,1,1,Female,White,0,Low,3.8,Yes
3.15,1175.0,0,45.0,4.5,4.4,Business,0,0,Male,Black,0,Low,4.2,No
2.98,1050.0,1,34.0,2.0,4.2,STEM,1,0,Male,Other,1,Low,5.5,No
3.77,1333.0,1,48.0,3.1,9.3,Health,0,0,Male,Asian,0,Low,1.6,Yes
3.14,987.0,1,103.0,1.0,6.0,Health,0,0,Male,Asian,0,Middle,3.1,Yes
2.17,1183.0,0,38.0,4.7,4.5,Arts,0,0,Female,Other,0,Low,9.3,No
3.13,1277.0,0,45.0,1.4,5.8,Health,0,1,Other,Hispanic,0,Middle,8.7,Yes
2.51,1043.0,0,54.0,3.8,8.8,SocialSci,0,0,Male,Hispanic,0,Middle,2.1,Yes
3.35,942.0,1,45.0,4.9,8.6,Health,0,0,Female,Asian,0,Middle,1.3,Yes
3.84,1194.0,0,2.0,1.5,2.7,Health,0,0,Male,Black,0,High,1.2,No
2.39,1120.0,1,42.0,3.5,4.5,STEM,1,1,Female,Other,0,High,1.8,No
2.71,1088.0,1,62.0,4.3,6.7,STEM,0,0,Female,White,0,Middle,1.7,Yes
3.07,1166.0,1,52.0,1.8,4.4,SocialSci,0,1,Male,Black,0,Low,9.9,No
3.31,1291.0,1,33.0,4.6,9.4,Business,0,0,Female,Asian,0,Middle,7.7,No
2.79,1366.0,1,50.0,3.3,6.7,Arts,0,0,Other,Black,0,Middle,4.6,Yes
3.85,1358.0,0,55.0,1.7,9.5,STEM,0,0,Female,Black,0,Low,2.8,Yes
2.33,1340.0,0,63.0,1.9,9.4,STEM,0,1,Female,Black,0,High,1.0,Yes
2.8,1189.0,0,37.0,4.7,4.2,Arts,1,0,Male,White,0,Middle,9.2,No
3.36,1179.0,0,57.0,4.9,5.6,Health,0,1,Other,Black,0,High,1.9,Yes
3.55,1280.0,1,33.0,4.6,7.9,Arts,0,0,Male,Hispanic,0,Low,7.3,No
3.42,1057.0,0,75.0,4.6,7.0,Health,0,0,Male,Black,0,Low,7.5,Yes
2.9,1038.0,1,30.0,3.6,1.2,Arts,0,0,Other,Asian,0,High,4.0,No
3.92,1258.0,0,46.0,4.6,3.7,Business,1,1,Male,Asian,0,Low,6.2,No
3.13,1351.0,0,107.0,1.1,9.4,SocialSci,0,0,Other,Hispanic,0,Low,8.6,Yes
2.85,1272.0,1,79.0,2.1,1.3,Business,0,0,Male,Hispanic,0,High,6.3,Yes
3.58,1261.0,1,56.0,4.9,9.7,STEM,1,0,Male,Hispanic,0,High,6.0,Yes
2.59,1098.0,1,76.0,1.1,5.1,STEM,0,0,Female,Asian,1,Low,3.3,Yes
2.78,1038.0,1,52.0,2.7,6.4,Arts,0,0,Male,Black,0,Low,9.2,No
3.69,1301.0,0,89.0,2.1,5.1,Health,0,0,Female,White,0,Middle,7.7,Yes
3.47,1040.0,0,51.0,2.8,1.3,Arts,0,0,Male,Black,0,High,9.3,No
3.85,1072.0,0,55.0,3.8,8.3,Business,0,0,Other,Hispanic,0,Low,3.0,Yes
2.96,1136.0,0,37.0,1.5,5.9,Arts,0,0,Male,Other,0,Middle,6.6,No
2.19,1055.0,0,84.0,3.6,3.1,Health,0,0,Female,Black,0,Low,2.0,Yes
3.87,1182.0,1,57.0,2.8,6.6,Health,1,1,Male,Asian,0,Low,4.4,Yes
3.56,1223.0,1,58.0,4.5,7.1,Arts,1,0,Other,Other,0,Low,7.9,Yes
2.4,1306.0,0,67.0,4.9,6.6,Business,0,0,Female,Black,1,Low,6.2,Yes
2.08,1081.0,1,44.0,4.5,3.0,Health,0,0,Female,Other,0,Middle,3.2,No
3.71,1212.0,0,88.0,4.2,5.3,Business,0,0,Other,Asian,0,High,1.5,Yes
3.77,957.0,1,83.0,1.5,6.2,SocialSci,0,0,Female,Hispanic,0,Low,5.9,Yes
3.55,1117.0,1,63.0,4.5,6.3,Arts,0,1,Female,White,0,Low,9.2,Yes
3.15,1106.0,1,74.0,1.6,4.1,Business,0,0,Female,Other,0,Low,6.7,Yes
2.76,1061.0,1,69.0,1.5,8.4,SocialSci,1,0,Female,Other,0,Low,7.4,Yes
3.32,1260.0,0,26.0,4.9,3.7,Health,0,0,Other,Asian,0,Low,1.5,No
2.76,1327.0,1,45.0,4.7,7.8,Health,0,1,Other,Other,1,High,9.0,No
3.12,1217.0,1,66.0,1.1,9.7,Business,0,0,Male,Hispanic,0,Low,9.7,Yes
2.33,1118.0,1,69.0,1.8,2.1,Business,0,1,Male,Black,0,Low,9.4,Yes
2.85,1225.0,0,72.0,1.2,8.3,STEM,0,0,Other,Other,0,Middle,9.3,Yes
3.34,1299.0,1,27.0,4.4,8.9,Health,0,0,Other,Hispanic,0,High,2.0,Yes
3.67,1227.0,1,53.0,1.8,1.4,Health,0,0,Male,Asian,0,Low,9.8,Yes
2.8,1183.0,0,51.0,2.2,9.9,STEM,0,0,Female,Other,0,Middle,4.9,Yes
2.6,1215.0,1,84.0,3.0,5.5,STEM,0,0,Male,Black,0,High,8.9,Yes
2.5,1291.0,1,46.0,1.8,2.6,Business,0,0,Other,Other,0,High,8.4,No
3.86,1136.0,0,44.0,4.9,6.9,Business,1,0,Male,Other,0,High,1.7,No
2.39,1263.0,0,82.0,4.7,5.8,Health,0,0,Male,Black,0,Middle,9.2,Yes
2.27,1202.0,0,21.0,3.3,5.2,Arts,0,0,Female,Hispanic,0,High,3.4,No
3.22,1139.0,0,33.0,2.6,5.6,Arts,0,0,Male,White,0,Low,9.6,No
2.76,1364.0,1,69.0,2.1,7.1,STEM,0,1,Female,Other,0,Low,6.3,Yes
3.37,1166.0,1,83.0,4.2,4.9,SocialSci,0,0,Other,Asian,0,Middle,4.5,Yes
3.52,1177.0,0,64.0,3.7,7.9,SocialSci,0,0,Other,Asian,0,Low,3.2,Yes
3.97,1195.0,0,59.0,2.1,8.3,Business,0,0,Male,Black,0,Low,5.6,Yes
2.99,1303.0,1,64.0,4.4,8.2,SocialSci,0,0,Female,Black,0,High,7.9,Yes
2.79,1321.0,1,38.0,4.6,5.9,Arts,0,0,Female,Asian,0,Low,5.7,No
3.53,1225.0,0,42.0,3.2,4.8,Business,0,0,Other,Asian,0,Middle,2.0,No
3.57,1089.0,0,76.0,4.5,5.7,STEM,1,1,Female,Other,1,High,5.1,Yes
3.89,1004.0,0,63.0,4.8,1.3,Arts,0,0,Other,Asian,0,Low,7.9,Yes
2.63,1419.0,1,41.0,4.0,4.1,Arts,0,0,Other,Black,0,Low,4.6,No
2.97,1285.0,0,42.0,2.5,4.6,SocialSci,0,0,Other,White,0,High,1.9,No
3.24,1242.0,0,76.0,4.9,4.5,STEM,0,1,Male,White,0,Middle,3.6,Yes
3.96,1298.0,1,62.0,2.7,4.2,Business,0,1,Male,Hispanic,0,Low,3.0,Yes
3.52,1207.0,0,59.0,1.7,5.0,Health,0,0,Female,White,1,Middle,6.9,Yes
3.98,1197.0,0,30.0,4.2,5.3,Business,0,1,Male,Hispanic,0,Low,1.8,Yes
3.66,1173.0,0,32.0,2.7,3.4,Business,0,1,Other,White,0,Low,4.4,No
2.43,1261.0,0,39.0,4.1,2.5,Health,0,1,Other,White,0,Middle,9.3,No
3.6,1031.0,0,23.0,4.8,1.5,Arts,0,0,Male,Hispanic,0,Low,5.2,No
3.15,1114.0,0,64.0,1.7,7.4,SocialSci,0,0,Female,Black,0,Low,2.3,Yes
2.67,1114.0,1,33.0,2.2,7.1,STEM,0,1,Male,Hispanic,0,Middle,5.1,No
2.38,1221.0,1,25.0,1.7,3.0,Health,0,0,Female,Black,0,High,7.2,No
2.29,1260.0,1,42.0,2.0,3.4,Business,0,0,Male,White,0,High,5.6,No
2.26,1041.0,0,62.0,3.8,5.4,Health,0,0,Other,Black,0,Middle,1.0,No
2.85,1210.0,0,72.0,4.8,1.9,Health,0,0,Other,Black,0,Middle,3.4,Yes
3.83,1325.0,0,56.0,4.8,5.1,SocialSci,0,0,Female,Other,0,High,7.4,Yes
3.27,1084.0,1,7.0,2.2,9.0,Health,1,0,Other,Other,0,Low,3.5,No
3.0,1180.0,1,36.0,2.7,5.9,Arts,1,1,Female,White,0,Middle,8.8,No
2.95,1149.0,0,16.0,4.1,5.2,SocialSci,0,0,Female,Black,0,Low,5.4,No
2.32,1227.0,1,57.0,4.6,5.9,SocialSci,0,1,Male,Hispanic,0,Low,8.0,Yes
3.54,1261.0,0,36.0,2.9,8.1,SocialSci,0,0,Female,Black,0,High,4.4,Yes
2.58,1334.0,1,65.0,3.8,2.5,Health,0,0,Other,White,0,High,7.5,Yes
3.45,1308.0,0,47.0,3.1,3.6,Business,0,0,Female,Asian,0,Low,5.0,No
2.23,1181.0,0,54.0,4.3,6.5,STEM,0,0,Other,Other,0,Middle,6.7,Yes
3.54,1160.0,1,23.0,3.0,4.4,SocialSci,0,0,Female,Hispanic,0,Middle,3.4,No
3.54,1027.0,1,38.0,2.0,3.0,Health,0,0,Other,White,0,Middle,6.7,No
2.04,1251.0,0,27.0,2.0,3.3,Health,0,0,Other,Other,1,High,2.5,No
3.71,1329.0,1,68.0,4.0,7.4,STEM,0,0,Female,Other,0,Middle,1.2,Yes
2.24,1226.0,1,53.0,4.2,6.9,Arts,0,0,Other,Other,0,High,5.8,Yes
3.76,1225.0,0,35.0,4.7,2.5,Arts,0,0,Male,White,0,High,4.0,No
2.63,1400.0,0,48.0,1.9,2.6,STEM,1,1,Female,White,0,Low,4.4,No
3.95,1125.0,1,31.0,4.1,7.3,Arts,0,0,Other,Asian,0,Low,3.6,No
2.85,1099.0,1,64.0,2.2,4.4,Business,0,1,Male,Black,0,High,4.8,No
3.97,1290.0,0,43.0,2.9,8.8,SocialSci,0,0,Female,Asian,0,Middle,2.0,Yes
2.21,1016.0,1,41.0,1.7,4.0,Health,0,0,Other,Hispanic,0,Middle,8.2,No
2.31,1059.0,1,40.0,1.3,8.9,Arts,1,1,Female,Black,0,Middle,2.9,No
2.98,1247.0,1,43.0,4.2,8.6,STEM,0,0,Male,Other,0,Middle,5.4,Yes
2.14,1239.0,1,50.0,2.3,6.8,Health,1,0,Male,White,0,Low,8.8,No
3.88,1249.0,1,35.0,2.7,9.6,SocialSci,0,0,Male,Black,0,Low,4.4,Yes
3.3,1134.0,1,36.0,2.6,8.0,Health,0,0,Other,White,0,Middle,7.7,No
3.44,1287.0,0,64.0,2.8,1.2,Health,0,1,Other,Hispanic,0,Low,1.4,Yes
2.96,1178.0,0,63.0,3.8,6.0,Arts,0,1,Female,Hispanic,0,High,8.1,Yes
3.7,1273.0,1,40.0,2.7,6.8,SocialSci,0,0,Other,White,0,Low,7.5,No
2.9,1292.0,0,26.0,3.9,7.8,Health,0,0,Female,Asian,0,Low,2.5,No
3.05,1378.0,1,39.0,4.9,7.4,Health,0,0,Other,Asian,0,Middle,8.0,Yes
3.07,1182.0,0,78.0,3.4,2.5,Arts,0,0,Female,Other,0,High,5.0,Yes
2.69,1172.0,1,42.0,1.4,4.9,STEM,0,1,Male,White,0,High,9.3,No
3.8,1138.0,0,57.0,1.1,4.1,Business,1,0,Male,Hispanic,0,High,2.5,No
2.7,1099.0,1,51.0,3.7,4.3,Business,0,0,Other,White,0,High,1.3,No
3.38,1236.0,0,94.0,2.0,8.8,Health,0,1,Female,Black,0,Low,9.2,Yes
3.35,1196.0,0,57.0,4.0,3.9,STEM,0,0,Male,Hispanic,0,High,4.2,Yes
2.27,1314.0,0,-10.0,4.7,1.6,SocialSci,0,0,Other,Other,1,Middle,2.3,No
3.56,1302.0,0,12.0,4.3,2.0,STEM,0,0,Male,White,0,High,6.7,No
3.79,1220.0,1,88.0,4.0,8.2,STEM,0,1,Male,Hispanic,0,High,7.4,Yes
2.68,1342.0,0,89.0,3.6,4.2,Arts,0,1,Female,Black,1,Middle,9.2,Yes
3.68,1177.0,1,11.0,3.8,6.3,Business,0,0,Other,Hispanic,0,High,6.1,No
3.23,1367.0,1,61.0,5.0,7.3,STEM,0,0,Male,Asian,0,Low,1.1,Yes
3.48,1532.0,1,19.0,3.8,3.7,Health,0,0,Other,Asian,0,Middle,3.7,No
2.14,1224.0,0,56.0,2.2,8.4,Health,0,1,Female,White,0,Low,2.8,No
2.25,1301.0,1,91.0,2.8,8.8,SocialSci,0,0,Male,Hispanic,0,Low,4.4,Yes
3.6,1282.0,1,94.0,1.8,4.5,SocialSci,0,1,Male,Asian,0,High,6.8,Yes
2.75,1271.0,0,53.0,2.7,8.4,Health,0,0,Other,White,0,Low,8.0,Yes
2.04,1073.0,1,63.0,4.3,7.1,Arts,0,0,Female,Hispanic,0,Middle,8.6,Yes
2.55,1292.0,1,52.0,2.6,1.8,STEM,0,1,Female,White,0,Low,4.1,No
3.22,1048.0,1,66.0,4.7,6.4,Business,0,0,Other,Other,0,High,2.3,Yes
3.7,1297.0,0,44.0,3.7,3.5,Business,0,1,Female,Asian,0,Low,3.4,Yes
2.66,1049.0,1,27.0,2.7,4.6,Arts,0,0,Other,White,0,High,8.0,No
2.73,1170.0,1,34.0,1.3,9.7,Health,0,1,Female,White,0,Middle,9.0,No
2.36,1221.0,0,68.0,3.4,2.2,STEM,0,0,Female,White,0,High,6.9,Yes
3.02,1133.0,1,65.0,2.4,7.3,SocialSci,1,0,Other,Asian,0,Low,1.6,Yes
3.14,1357.0,0,42.0,3.3,7.3,Arts,1,0,Male,Asian,0,Low,7.6,Yes
3.1,1172.0,0,48.0,4.5,3.4,Business,0,1,Other,Other,0,Low,7.8,No
3.85,1073.0,1,31.0,2.8,9.9,Arts,0,0,Female,White,0,Low,2.0,No
2.15,1033.0,0,55.0,3.1,5.9,Arts,0,1,Female,Other,0,Low,9.5,No
2.2,1181.0,0,43.0,4.2,4.4,SocialSci,0,0,Female,Hispanic,0,Middle,6.2,No
2.17,1200.0,0,47.0,5.0,2.9,Health,0,1,Female,Asian,1,High,6.2,No
3.37,1320.0,0,41.0,3.7,5.1,Arts,0,0,Female,Asian,0,Low,7.6,Yes
